ar,ar,"太阳白羊+月亮白羊<br><br>

优点：闯劲十足<br><br>

缺点：极不耐心<br><br>

性格解析：<br><br>

你的太阳和月亮都赋予你火热、积极的情绪。你是一位彻头彻尾的个人主义者，待人极不耐心，有时甚至到了无法忍受的程度。人们或许会认为你顽固不化，因为你过于实事求是。你的确能够有效地表达自己的思想，给人留下深刻印象。倾听和理解他人的苦衷对你来说相当困难。然而当你偶尔吐露个人问题时却要求得到身边人的注意。<br><br>

你不是知识分子型的人，你甚至可能没有接受教育。事实上，你恰恰觉得那些受过良好教育炫耀才学的人最无聊最无趣。抽象的思想和观念不会引起你的注意，你只对具体的行动和结果感兴趣。也就是说你不会思考。你的头脑总是在阅读、谈话和讨论时比较活跃。任物完成且完成得迅速时，你的能力才说得过去。这一相位使你拥有不寻常得领导特质，但是你仍需要提高自己的做事策略，以及多考虑别人的感受，不然会阻碍你前进。<br><br>

白羊座的企业精神会带给你理财上的助益。你十分果决，可是月亮也会影响你而导致欠缺深思熟虑，在投资时要千万担心。<br><br>


建议：多考虑别人的感受<br><br>
"
ar,ge,"太阳白羊+月亮双子 <br><br>

优点：思维敏捷<br><br>

缺点：思想肤浅<br><br>

性格解析：<br><br>

你极可能主导任何谈话，因为你思维敏捷，消息灵通。你必须学会至少在决定说出去之前能够守口如瓶，这对你来说很难做到。相比闭门独思，你更欢通过座谈的方式作决定。不假思索的讲话和仓促的下结论会给你带来很大的麻烦。如果你能学会保密的艺术以及凡事三思而后行的习惯，成功会来得更容易些。尽管你有这种缺点，但是由于你机智过人动机淳朴，你仍可取得较大成就。你的辩论技能会使你轻松击退对手。令人惊讶的是，正如你行动之快，你对掌握细节有自己独特的技巧。<br><br>

生意场上，你对细节和数据的精通让你看上去像一位出色的经理。然而，因为你掌握的细节太过肤浅，学习深度不够，你经常为自己的犹豫不决而内疚。总之，思维敏捷是你最显著的特点。整合零碎信息的风格以及流畅有效的表达能力会让你有不错的前景。你可能期望成为一位经理级人物。然而，当经理必须要作各种重要的决策，你不如在广告领域、文学界或者任何能利用你的能言善道或表达能力的行业谋个职位。遇到智力问题和情感问题时，你应该努力多动脑筋，克服肤浅的想法。<br><br>

建议：必须学会守口如瓶<br><br>"
ar,leo,"太阳白羊+月亮狮子<br><br>

优点：激情四溢<br><br>

缺点：自负倾向<br><br>

性格解析：<br><br>

白羊座求胜、领导他人的能力，在狮子座天生的组织力影响下，将更加强化。你应该也必须勇往直前。两个星座组合下的你是个不折不扣的领袖，言谈和表达有种戏剧化的说服力。<br><br>
你对伴侣极好，会以浪漫的礼物宠爱对方。被激怒的你会象一头批着羊皮的狮子，但是发作过后就不会再怀恨在心。虽然你有本事把对方压垮，不过本质上还是宽宏的。<br><br>

具有狮子座特性的人都会富有创造力,白羊座富有企业精神，你喜欢过豪华的生活，看中负担不起的高价品。所以你应该努力工作，获取高薪，如此一来也才能获得成就感。另一方面，白羊座则喜欢鲜艳的颜色，因此你可以从事绘画工作，不过耐心可能不够。所以不要把目标放在细节上。只须把色彩挥洒在画布上，这么做说不定有意想不到的效果。<br><br>



建议：认真评估自我价值<br><br>
"
ar,ta,"太阳白羊+月亮金牛（五星级配置）

优点：坚定拼搏<br><br>

缺点：固执己见<br><br>

性格解析：<br><br>

在你言行举止所体现的魅力和闯劲中，最突出的就是坚定的决心和拼搏的势头。受金牛座的影响，白羊座的过于自信和粗犷的那一面有所缓和。如果行为再少一些圆滑的话，你会是一位讨人欢彬彬有礼之人。所有白羊座的人都是天生的领导者，但在这一组合中，有更稳定和坚实的基础使你成为领导人。你自恃很高，但从不显露出来。认清自己的能力是你生活的基础。你不可能有自卑情节。你需要学会民主的管理方式，学会以周围人的快乐来调整个人愿望。不管你的性别如何，在婚姻生活中你很可能占主导地位，无论发生什么情况，你总会想法掌控形势。<br><br>

金牛座和白羊座的生意头脑是相得益彰的。事实上，你人也许会有两份收入。你在理财方面具有强烈的直觉，比其他的白羊座少犯错误。企业精神，做生意的本能，以及追求奢华的本性，完美的结合为一。<br><br>

建议：多给别人一些自由<br><br>
"
ar,cn,"太阳白羊+月亮巨蟹<br><br>

优点：善于周旋<br><br>

缺点：自我怀疑<br><br>

性格解析：<br><br>

这种太阳星座和月亮星座的组合融合了白羊座的坚定和过分自信与巨蟹座的敏感性、同情心和洞察力。这一对组合所产生的独一无二的特征让你在许多领域都能如鱼得水。不像很多精力充沛的白羊座类型的人，在下结论之前，你能凭感觉认识他人。由于巨蟹座的影响，面对刺激物，你的回应不再妄自尊大。你习惯于做事情多思考多理解。你自有一套与人周旋的本领，因为凭借天生的吸引力和表面上对他人利益的关心，你知道如何抓住他们的想象力。你的社会洞察力之深，在公众的支持下你会上升的很快。你的领导力有时都会令你自己吃惊。尽管你为自己的才干而自豪，可你或许感觉到内在的矛盾。你也许会疑问自己是如何积聚能量和精力以使你如此有说服力地表达自己的思想。记住不要过于自以为是，行为举止不要过于夸张。<br><br>

你具备白羊座如火的热情和巨蟹座似水的柔情，这是颇为惊人的组合。不过千万别让伴侣喘不过气来。也不要过度敏感、多愁善感、庸人自扰。<br><br>

月亮在巨蟹座的你精明过人，在生意和财务方面表现尤为出色。相信你的直觉，不过不要让白羊座的冲动完全盖过了潜在的审慎本能。<br><br>

建议：自我肯定尤其重要<br><br>
"
ar,vi,"太阳白羊+月亮处女<br><br>

优点：效率极高<br><br>

缺点：缺乏创新<br><br>

性格解析：<br><br>

你的头脑适于解决实际问题，对大多数问题，效率于你最重要。你有誓把事情做完做好的决心和干劲。你能把冷静的判断与付诸行动的精力有效结合起来。你可能缺乏创新，但是你会随时准备吸收新知识并有效地将其付之实践。你会从每一个角度查明问题，从不忽略最微不足道的细节。为你工作是件难事，因为你过分追求精确。对于尚未完成的工作或人物，只要存在缺陷，你就会直言不讳地严厉批评，不留情面。你有潜力成为一位出色的管理者，如果收敛一下锋芒和苛刻，少树敌手。你不够浪漫，与人交往时不够友好。你可能是属于“独狼”类型的人。<br><br>

你是白羊座中最务实的人，适合理论性或活泼有变化的工作，可惜不太有耐性，在做事途中不妨休息一下，而不要勉强持续想要放弃的事情。<br><br>

白羊座的热情会被处女座的特性浇上一盆冷水，因此在对伴侣表现激情之前会斟酌再三。你不高兴的时候会怨气冲天，猛找别人的碴，不过你不会怀恨在心。<br><br>

建议：少一些苛刻少树敌<br><br>
"
ar,li,"太阳白羊+月亮天枰<br><br>
优点：待人友好<br><br>

缺点：过度依赖<br><br>

性格解析：<br><br>

这种太阳星座和月亮星座的组合使你的性格中有相互矛盾的地方， 因为这两个星座恰恰相互对立，相隔整整180度。白羊座天生独立，而天秤座上的月亮有时很具有依赖性。你本性是相当独立的，但是你对他人的支持和同情也相当依赖。这一性格中的矛盾就是你崇尚个人自由，可是表面上由于对支持的需要和依赖会导致你受制于别人，因而你很难真正自由。当你自己有了想法时，你会无视他人的感觉、观点和愿望。在一件事上多延长一会精力集中的时间，对你来说很难。甚至在你怎么看都像是在努力工作时，你都会做白日梦。你性格中过于夸张的一面使你很难脚踏实地，讲求实际。<br><br>

白羊座与天秤座是相对的星座，代表你生于满月之时。大部分生于满月的人都倾向于浮躁不安，甚至内心时时感到不满足。你也许会经常换工作，以致永远得不到成就感。多反省自己的态度和想法，以免流于轻慢或是墨守成规。天秤座的月亮使你追求豪华，但是白羊座却并不重视物质。假如你真的酷爱奢华的生活，就应该多发挥你的本领了。最好能有两份收入，多一点变化也比较能满足你。<br><br>

建议：取悦别人耽误自己<br><br>
"
ar,sc,"太阳白羊+月亮天蝎<br><br>

优点：自食其力<br><br>

缺点：自闭冷酷<br><br>

性格解析：<br><br>

你是个很有实力的人，对此你自己也予以认可。即便事情进展不顺利时，你也不会心灰意冷或有意放弃。你总是不断攀登新的山峰，迎接新的挑战。你喜欢变化和革新，你总是强烈渴望能够参与任何竞争或骚乱。你或许看上去很温和，有副怡人的笑脸，但是不管怎样，别人清楚你不是个可以强迫的或是想当然的人。你既非物质主义者也非人道主义者，但你会努力奋斗以期赢得声望和敬仰。你真正寻求的奖励实际上是自己能对完成的工作和遇到的挑战感到满意。实际上，对你来说，你所做的工作可以自行结束。你能独力完成工作，也能给他人启发。人们会觉得你有吸引力又有趣。虽然人们多为你所吸引，反过来却不尽然。你可能没有什么知心朋友。你的多数时间似乎都花在了自给自足与自尊上了。由于你一向具有很强的自食其力的能力，当你可能需要别人的同情和关心时，你可能就难以得到足够的同情和关心。这于你并没什么大不了的，因为正如你对他人苛刻严格一样，你对自己也同样的冷酷与同样的毫不妥协。<br><br>

你的伴侣必须和你一样富有活力，能够体会你的需求。你也许善嫉，独占性强、疑神疑鬼。这些都是应该避免的缺点。<br><br>

只要控制住白羊座的猴急本性，不求速成致富，你应该是个精明的理财者。运用直觉去发觉和预测弱点。总之，请投资在长久稳定的大公司。<br><br>


建议：对别人多一些关心<br><br>

"
ar,sa,"太阳白羊+月亮射手<br><br>

优点：道德感强<br><br>

缺点：敏感性弱<br><br>

性格解析：<br><br>

白羊座的人天生能够做开拓者、勇士、实干者和创始者以及拥有新观念新思想，这些并没有因该组合而改变。射手座中的月亮具有强烈的道德感和荣誉感，而这是白羊座的鲁莽的性格中所没有的。你做事常采用非常情绪化的方式，这会使你很难意识到别人的感受。对于人性中的吝啬、感情用事和嫉妒等弱点，你理解欠足。你绝对会是一位领导者，虽然你可能不总是理解其他人，缺乏敏感性使他们也会挑你的毛病。在处理各种问题时，你总是倾向于采用大而笼统的方法，却很难适合解决实际的日常问题。<br><br>

你是个热烈的情人，能够令伴侣极为窝心。但是你有一点点双重性格的倾向，所以请务必当心。也不要待人太不客气。<br><br>

你很有冒险倾向，面对挑战时会立即作出反应。请多留意，不要犯下愚行。速成致富对你也有难以抗拒的吸引力，因为你有可能隐含赌徒的天性。<br><br>

建议：你的原则未必正确<br><br>
"
ar,cp,"太阳白羊+月亮摩羯<br><br>

优点：韧劲十足<br><br>

缺点：躲避困难<br><br>

性格解析：<br><br>


这一相位使你具备天生的管理和领导才能，因为白羊座的十足干劲中和了摩羯座的韧劲和审慎的判断力。你向往成功的内在动力无人可及。你非常清楚自己该往哪里走并且如何到达那儿， 你不会允许任何事物挡住你前进。你精力充沛决心坚定，你也不会把它们浪费在没有结果的事情上。作为一个非常老练的人，名气和声望是你的最高追求或者至少很接近最高追求。就个人而言，为了成功你可能会放弃很多东西。你或许能找到一位不错的伴侣，但婚姻绝对不是你生活中最重要的一部分，只相当于一件普普通通的事儿。你可能会愚蠢地把事业放在家庭的前面。<br><br>

摩羯座在情感上趋于冷静，所以白羊的热情会较为收敛，收放有度。你将会比其他白羊座的人忠于伴侣，对于比你富裕，地位比你高的对象尤其易于倾心。这并非好现象。摩羯座属于土相星座，十分脚踏实地和谨慎。不要让谨慎阻挠了爱情的萌芽。<br><br>

在财务和事业的发展上，谨慎、务实的本能对你颇有助益。白羊座的你喜欢大步向前走和冒险，但是当月亮照在摩羯座后，你会把速度放得较有规范和理性。<br><br>

建议：永远不要忽略家庭<br><br>
"
ar,aq,"太阳白羊+月亮水瓶<br><br>

优点：社交能手<br><br>

缺点：有些虚伪<br><br>

性格解析：<br><br>

你清楚什么是现代的进步的，并渴望能为进步做出重要贡献。你不是一个宽容的人，当你与他人一起工作时，你会觉得所有人都应自己照料自己。对待境况不如自己的人，你并不怎么仁慈。尽管如此，与生俱来的社交技巧，能使你所遇到的每个人感受到他们在你心目中都特别重要。你有令人印象深刻的高贵气质，仿佛表明你很自尊。这一相位出生的人有种贵族血统。这会给与你交往的人留下深刻印象，他们也因此尊敬你。你浪漫，喜欢追求完美。水瓶座崇尚亮丽、浪漫的倾向，使你奢好昂贵、稀有之物、名家设计的服饰和香水。而白羊座的积极个性更会鼓舞你挥霍无度。<br><br>

水瓶座的特性使你对感情比较理性，尤其是在关系发展之初更可能摆出事不关己的态度。不过水瓶座尚有非常浪漫和光明的一面。这些特质必定会改善你的态度。<br><br>


建议：要做到真正的宽容<br><br>
"
ar,pi,"太阳白羊+月亮双鱼<br><br>

优点：自我反省<br><br>

缺点：过分担忧<br><br>

性格解析：<br><br>

这种太阳星座和月亮星座的组合所产生的性格往往是内向的、自我分析的与自我反省的，一点也不像典型的白羊座类型的人。

虽然在很多方面你都有潜力，但你似乎总是心存疑惑低估自己的实力。天天要做种种决定，这经常让你难以忍受。然而奇怪的是，你性格中也有坚定的一面，一种渴望独立自由的需求。凭感觉带给你的印象往往会在你脑海里留下永远的印痕。你很难使自己避免情绪化与过分的担忧。你不愿让外界看出自己的胆怯害羞的一面。你不喜欢被别人施压，你会毫不害羞地让人知道这一点。你不擅长管理，你也不适合做生意。对你来说，做决定是件很困难的事。最好不要为此担忧，因为你可以专心于更适合你的事业，如艺术、音乐、写作或者任何需要创造性的工作。<br><br>

如火的热情和水相星座的双鱼座相结合，使你成为体贴的情人。不过请收敛双鱼的缺点：虚假。在寻找脱身机会时，这种缺点常会暴露出来。<br><br>

性急、不耐吃苦等等的特性也许会促使你选择风险高的事情。所以你需要一位事业上的好伙伴为你管好帐目。同时，你也应该控制过度投资和扩张的情况。<br><br>

建议：创造性工作适合你<br><br>
"
ta,ar,"太阳金牛+月亮白羊<br><br>

优点：意志坚强<br><br>

缺点：独断专行<br><br>

性格解析：<br><br>

你身上具有金牛的友善，温驯以及平和的特质，但是白羊带来的情感刺激使得金牛与生俱来的独断专行的特点越发明显。焕发的热情越发强化了你与生俱来的领导能力。遇事你总是思维活跃，努力寻找漏洞，弱点或矛盾之处。一旦你发现逻辑或事实中的错误，你的快速决断力就显现出来了，可以在几秒钟之内形成对问题的具体想法。如果你发现论据中有矛盾，你又会马上放弃先前的立场，而且同样坚定的支持相反的观点。你也许会易怒，不易与人相处。不过也由于月亮作用，你比其他金牛座的人容易忘却愤怒，情绪发泄过后就没事了。一般说来，你在与人沟通的能力上有困难，把你的努力用在事务性的活动上你将取得最大的成功。<br><br>

建议：多学习与他人沟通的技巧。<br><br>
"
ta,ge,"太阳金牛+月亮双子<br><br>

优点：语言丰富<br><br>

缺点：草率决定<br><br>

性格解析：<br><br>


金牛的缓慢和双子的速度，这两个冲突的因素造就了一个随时准备范判断错误的金牛座人。这一星座组合总是有对他人过于吹毛求疵和内心浮躁不安的倾向，属金牛组合中最不安分和最变化无常的组合。只有持续的挑战和刺激才能使你精力集中，学习和研究也能稳定双子的浮躁，减少他们的肤浅。让双子的机智得以表现。<br><br>

双子轻松的态度让你头脑容易迸发创意，能言善道的你友善又风趣，要吸引爱侣并不困难。但金牛的倔强及占有欲，以及两个星座共有的爱唠叨个性，容易成为伴侣的困扰。<br><br>

你可能不如一般金牛座的人在金钱上那么小心，经常会垂青于迅速致富之道，后果自然是不堪设想。面对这种问题时，千万不要凭感觉做事。<br><br>

建议：只有学习才能稳定你的天性。<br><br>
"
ta,cn,"太阳金牛+月亮巨蟹<br><br>

优点：圆滑精明<br><br>

缺点：消极悲观<br><br>

性格解析：<br><br>

你是一位十分踏实、理智的人，但同时拥有不凡的直觉，懂得应变，且想象力丰富。但由于比较情绪化，容易缺乏纪律。<br><br>

你生活中的基本原则和稳定因素是家庭。你深情、柔情和关怀等特质，对情人和家人都会展现积极的一面。金牛座的占有欲与巨蟹座的囤积本性具有相乘的效果，让你容易沉溺在往日会议或自我幻想中，很难从破裂的关系中站起来。<br><br>

虽然你为人随和，但切勿过分追求和谐，设立明确的目标，并勇敢的进行建立，才能使你的才能得到发挥。 <br><br>

建议：有必要勇敢面对冲突的时候千万别憋着。<br><br>

"
ta,li,"太阳金牛+月亮天秤<br><br>

优点：可爱随和<br><br>

缺点：惧怕压力<br><br>

性格解析：<br><br>

你的太阳星座和月亮星座的结合创造了最可爱的性格之一。其他人可能更智慧，更聪明，但是没人能比上这一组合的魅力和吸引力。你不善于解决复杂问题，它会限制你的想象力。你出众的平衡和谐感总是能防止你涉入深水纠缠其中，但当不慎卷入其中你将感到崩溃，而过度追求和谐，也会浪费你的时间。<br><br>
 
你也许不如其他金牛座的人那般嗜钱如命，但审美超凡的你，所追求舒适家庭环境，及丰富的社会交往，都让金钱变得十分重要。对你而言任何闲钱都应该审慎的投资，以便年老之时尚有退路。投资前应该向专家多请教，并且把你的想法告诉他。你将会学到许多秘诀。逐渐对处理自己的事务更有自信。<br><br>

建议：多和乐观、幽默的人呆在一起。<br><br>

"
ta,vi,"太阳金牛+月亮处女<br><br>

优点：尽职尽责<br><br>

缺点：过于实际<br><br>

性格解析：<br><br>

月亮和太阳都属于土象星座的你非常务实。别让多虑和缺乏自信的毛病，损及你享受人生的乐趣。你可能经常抱怨生活对待你的方式，些许逆境对你是好事，它可以使你觉悟，对待工作尽职尽责。如果完全按照自己的意愿，你有与生俱来的能力靠机智和实际的本性过活，情愿花最少的精力蒙混过去。而当你专心致力于一件事，结果会出奇的好。你天生是学生的料，反应快，记忆力也强。你喜欢读书，而且你能领会并抓住别人也许会忽略的东西。尽管你很倔强，讨厌别人告诉你该做什么，但是你又倾向于做次要的角色那因为你对于掌权和承担责任没有干劲。<br><br>

金牛座与处女座皆为土相星座，强化了你踏实的性格。你可能热爱园艺，能够培养出美丽的室内植物，时常需要与土地亲近。乡居生活对你也很重要，所以你如果在市中心工作，最好可能住在公园附近，或者尽量多到郊外走走。当你恋爱时，不要阻碍金牛座赋于你的表达能力和柔情。你也可能有对伴侣吹毛求疵的缺点。请记住建设性的批评远较挑剔、讥讽管用。处女座对金钱很谨慎，这一点在你身上尤其明显，如此一来反倒遏止了金牛座浪费的坏习惯。<br><br>

建议：逆境中不要总是抱怨，那只是对你小小的考验。<br><br>
"
ta,le,"太阳金牛+月亮狮子<br><br>

优点：诚实果敢<br><br>

缺点：骄傲冲动<br><br>

性格解析：<br><br>

虽然月亮狮子给你带来了不可避免的骄傲，喜欢或讨厌一个人你的依据仅仅是直觉。但你性格中稳固和坚定，让你成为一个具有建设性的人。创新能力和实用主义是你性格的特征，它们使你对如何创立，组织或计划事情具有与众不同的敏感。<br><br>

金牛座和狮子座的人都喜欢舒适豪华的生活，因此你很会花钱。发挥天生的生意脑筋有助于维持这种生活水准。你的观察力因为狮子座的影响而增强，所以随时能够接手和处理危机。金牛座的太阳使你极端可靠和理性。人们会理所当然的相信你有应付难题的本领，甚至因此利用你，不过你并不介意。弄清楚事情的轻重缓急，你就会把时间用在刀口上而获得最高成效。但金钱固然重要，内在的满足也很重要。恋爱中的你表达感情的方式流畅且积极， 对伴侣非常慷慨。<br><br>

建议：不要总是因为直觉去喜欢或讨厌一个人。<br><br>
"
ta,sc,"太阳金牛+月亮天蝎<br><br>

优点：善恶分明<br><br>

缺点：极端情绪<br><br>

性格解析：<br><br>

你非常任性，固执而且独立，有很强的占有欲。你喜欢被注意且毫不羞涩。对异性来说你魅力非凡。但满月出生的你容易浮躁不安，一旦情绪失控，释放出的喜怒无常十分令人害怕，所以你必须格外留意这种倾向。<br><br>

你每天的工作必须能够消耗掉精力，并且获得心灵的满足。你具有一切使你前进的本领，从而很容易走得更远。然而奇怪的是，你前进的野心往往并不如与你同行的对手强烈。你需要不时的释放自我给予的压力以避免容易受其影响。<br><br>

建议：尽量不要当着别人面释放你的情绪。<br><br>
"
ta,sa,"太阳金牛+月亮射手<br><br>

优点：擅长交际<br><br>

缺点：自以为是<br><br>

性格解析：<br><br>


你宁愿你个人呆着也不愿意和你认为无趣的人在一起， 但同时你又能和各种各样的人交往且懂得什么时候说什么话。你真诚果断的表达，成为你谋取个人利益的武器。你坚持崇高的原则和规范使你看起来像个道德家。你认为你有资格这样做因为你是个好人，遵纪守法，还很传统。你总是乐于跟人交换小道消息，散播流言。你喜欢美好生活、充实和精神满足，还要愉悦奢华，爱冒险的本性可能波及你对金钱的审慎态度，而遭来恶果，所以为确保生活的稳定性，请采取更为金牛的保守态度。<br><br>

你在爱情的关系中需要相当的自由。这其实和金牛座的跋扈本色有冲突。你也许会痛恨伴侣霸占你，一方面自己却使对方难以分身。这个问题你应该特别留意。此外射手座的热情会使你的爱情生活生色不少。<br><br>
"
ta,cp,"太阳金牛+月亮摩羯<br><br>

优点：感情持久<br><br>

缺点：不会享受<br><br>

性格解析：<br><br>

你温柔随和。但叫你作违背你意愿的事是绝对不可能，毕竟你可是两个最固执的星座的集合体。你稳健，坚定，几乎不轻佻也不想入非非。你不会浪费时间做白日梦因为你太现实。你可能花大量时间计划，归拢事情，但你更愿意解决客观实际的事务。你值得依靠，他人将问题或项目交与你寻求帮助。事实上你享受责任感，胜于享受权力带来的认可和能量。好好利用摩羯的野心与金牛的踏实，打造属于你的局面。<br><br>

你应该很善于运用金钱作投资，赚取稳定的收入。<br><br>

建议：多放松可以帮你以良好的状态面对危机。<br><br>
"
